Employer_No,Cash_Received_Date,Total_Amt
100473,2018-06-13,23308.48
100679,2018-05-30,119.5
100728,2018-11-02,418.76
100120,2018-12-28,206.08
100775,2018-11-13,300.0
100330,2018-12-05,495.76
100565,2017-10-13,725.09
100525,2017-09-01,340.1
100131,2018-11-29,884.79
100565,2018-02-09,654.02
100131,2018-05-31,1531.1
100315,2018-07-23,1407.46
100120,2018-12-28,206.08
100525,2017-09-01,750.0
100625,2018-06-05,433.2
100625,2018-06-05,336.87
100679,2017-11-10,55.7
100728,2017-11-14,418.76
100176,2018-01-08,11068.51
100565,2017-11-03,617.91
100679,2017-11-03,73.3
100613,2019-01-08,895.19
100613,2018-07-06,360.41
100565,2018-07-06,517.79
100679,2018-06-18,42.14
100679,2017-07-05,91.65
100525,2018-08-01,750.0
100465,2018-08-15,5311.0
100625,2018-08-07,863.9
100120,2018-09-05,199.68
100639,2018-08-22,430.92
100018,2018-08-21,1145.66
100232,2018-08-06,672.92
100728,2018-10-09,418.76
100131,2018-09-06,1012.39
100330,2018-09-21,445.82
100728,2018-03-01,418.76
100131,2018-08-16,1046.32
100131,2017-09-21,155.3
100131,2017-09-28,113.89
100095,2018-01-26,878.75
100837,2018-12-24,496.6
100838,2017-07-03,380.22
100120,2018-04-06,617.85
100775,2017-11-03,250.0
100095,2017-10-25,878.85
100232,2018-07-05,382.11
100120,2018-12-28,206.08
100946,2018-10-12,408.25
100775,2018-10-09,300.0
100465,2018-10-16,4833.0
100775,2018-03-16,300.0
100120,2018-04-27,411.67
100838,2018-04-05,412.9
100525,2018-03-01,262.0
100837,2018-10-22,496.6
100234,2017-09-27,397.53
100120,2017-11-09,494.24
100320,2017-09-20,147.16
100946,2018-03-08,273.25
100120,2017-08-24,486.36
100679,2018-03-19,267.08
100775,2017-07-05,250.0
100018,2017-08-07,811.77
100775,2017-08-08,250.0
100465,2017-11-15,4380.0
100320,2017-11-15,147.16
100473,2017-11-01,1108.32
100282,2017-12-11,510.64
100613,2017-12-08,247.78
100144,2018-06-22,359.33
100837,2018-09-19,22302.75
100525,2018-09-03,577.0
100018,2018-09-20,1000.35
100095,2018-09-04,1.0
100718,2018-10-05,90.51
100282,2018-10-12,624.58
100330,2018-09-21,802.27
100679,2018-03-05,215.59
100465,2018-04-18,4567.0
100946,2018-04-19,311.63
100775,2018-04-20,300.0
100018,2018-04-30,496.8
100282,2018-05-14,510.64
100232,2018-04-04,435.42
100465,2017-08-16,4128.0
100320,2017-09-20,147.16
100158,2018-04-30,2470.0
100625,2018-06-21,541.5
100625,2018-06-21,409.09
100728,2018-06-26,418.76
100679,2017-09-15,166.9
100679,2018-01-29,59.74
100600,2018-07-04,128.06
100457,2018-05-17,1165.51
100679,2018-01-19,60.38
100760,2018-03-28,438.46
100095,2018-04-10,878.85
100131,2017-07-20,1751.71
100679,2018-07-04,59.74
100167,2018-06-18,341.68
100131,2017-08-17,1717.37
100679,2018-06-27,56.84
100131,2018-06-28,1461.96
100131,2018-06-28,1421.75
100131,2018-06-15,1465.78
100760,2017-11-14,438.46
100913,2017-12-27,2382.98
100232,2017-11-08,435.42
100679,2017-11-24,55.7
100131,2017-10-19,389.07
100131,2017-10-27,410.48
100131,2017-11-08,336.51
100131,2017-11-08,1865.94
100131,2017-11-08,2003.39
100131,2017-11-08,2122.12
100131,2017-11-08,1782.34
100679,2018-12-05,336.78
100638,2018-02-05,292.56
100613,2018-01-08,313.22
100679,2017-12-08,55.7
100625,2018-06-15,887.85
100625,2018-12-13,226.1
100565,2018-08-10,396.52
100131,2018-08-02,1021.82
100837,2018-09-19,1221.5
100679,2018-08-09,193.08
100565,2018-09-07,471.42
100679,2018-08-16,123.2
100946,2018-03-08,300.14
100465,2018-03-15,5034.0
100638,2018-04-12,723.68
100131,2018-10-26,873.22
100760,2017-10-04,438.46
100718,2017-11-15,65.59
100282,2017-09-28,510.64
100728,2017-09-01,523.45
100525,2017-10-02,750.0
100679,2017-11-20,55.56
100625,2017-09-07,121.6
100525,2018-04-09,401.0
100728,2017-08-30,418.76
100913,2017-09-22,2050.69
100679,2018-03-12,179.24
100679,2018-03-15,133.64
100728,2018-03-29,628.14
100837,2018-03-21,489.24
100613,2017-11-08,145.42
100837,2017-10-23,489.24
100679,2019-01-04,340.21
100837,2018-08-20,964.24
100638,2018-08-09,437.0
100525,2018-08-01,309.0
100718,2018-08-15,61.42
100639,2018-07-24,439.15
100131,2018-07-19,1050.08
100315,2018-10-25,1349.07
100326,2018-11-21,1255.7
100613,2018-10-08,954.17
100232,2018-10-03,482.92
100525,2018-09-03,750.0
100131,2018-08-23,1090.35
100565,2018-03-02,699.95
100467,2018-11-16,138.3
100837,2017-10-23,12486.77
100465,2017-10-18,4314.0
100625,2017-10-10,754.54
100775,2017-10-12,250.0
100473,2017-11-01,1108.32
100131,2017-08-24,1724.29
100565,2018-04-06,701.93
100679,2018-03-21,66.79
100600,2018-04-23,128.06
100232,2017-08-14,221.06
100946,2018-03-08,361.86
100718,2017-11-01,99.48
100131,2018-07-12,1206.97
100600,2018-08-02,128.06
100600,2018-06-04,128.06
100760,2018-07-25,438.46
100613,2018-08-08,385.84
100131,2018-07-26,973.02
100131,2018-09-27,965.06
100137,2018-07-26,219.44
100565,2018-10-12,451.09
100465,2018-10-10,6365.0
100728,2018-06-11,418.76
100131,2018-11-02,873.99
100424,2018-10-22,49.4
100424,2018-10-22,49.4
100131,2018-10-19,857.06
100613,2018-11-08,578.15
100131,2018-12-20,685.09
100131,2017-11-07,1860.69
100131,2017-08-03,1682.47
100728,2018-02-19,523.45
100600,2018-03-19,128.06
100231,2017-10-25,306.93
100679,2018-05-23,117.05
100625,2017-08-11,753.83
100131,2017-08-15,1642.34
100728,2018-05-09,44.08
100625,2018-05-25,779.48
100728,2017-10-04,418.76
100760,2018-01-09,438.46
100234,2018-06-21,788.96
100838,2018-01-25,412.9
100639,2018-01-22,677.05
100095,2018-01-05,1.0
100282,2018-02-09,510.64
100837,2017-12-21,17843.63
100465,2017-12-18,5134.0
100234,2018-05-17,368.88
100120,2018-04-06,494.32
100320,2018-01-05,147.16
100946,2018-03-08,223.06
100018,2018-04-30,90.0
100760,2018-04-30,438.46
100457,2018-04-16,592.42
100315,2018-01-24,1568.61
100326,2018-01-31,1012.64
100525,2017-12-05,750.0
100424,2018-12-11,49.4
100424,2018-12-11,49.4
100424,2018-12-11,49.4
100424,2018-12-11,49.4
100424,2018-12-11,49.4
100679,2018-09-05,61.8
100679,2018-10-31,170.76
100679,2018-07-12,61.8
100131,2018-08-10,1018.9
100131,2018-10-11,928.66
100679,2018-04-17,67.43
100679,2018-02-09,59.75
100315,2018-10-31,101.16
100473,2017-07-03,21425.0
100457,2017-07-11,164.45
100946,2017-07-24,289.17
100176,2017-08-03,6516.54
100613,2017-08-08,99.29
100131,2017-08-31,1614.72
100131,2017-08-31,1607.93
100131,2017-08-31,1624.08
100131,2017-08-31,1573.66
100131,2017-08-31,1564.24
100131,2017-08-31,1758.81
100565,2018-05-11,382.39
100679,2018-05-17,240.95
100728,2018-12-31,418.76
100131,2018-12-20,742.23
100625,2018-11-08,1091.54
100760,2017-09-07,438.46
100837,2017-09-20,15228.73
100613,2017-07-07,219.79
100457,2017-11-02,124.83
100326,2017-11-16,1706.7
100525,2018-07-02,495.0
100120,2017-08-24,484.76
100946,2017-07-24,290.57
100473,2018-03-05,1108.32
100760,2018-02-23,438.46
100718,2018-11-16,58.0
100018,2018-11-21,1436.4
100525,2018-11-02,338.0
100234,2017-11-07,344.62
100946,2018-03-08,349.31
100018,2017-10-30,906.75
100095,2017-09-19,1.0
100315,2017-10-30,1302.8
100525,2017-07-03,530.1
100095,2017-07-07,1.0
100473,2018-01-29,1108.32
100282,2018-03-09,765.96
100837,2018-06-20,19297.21
100913,2018-06-29,2505.85
100946,2018-05-28,277.65
100639,2018-06-22,415.21
100018,2018-06-19,825.21
100095,2018-07-02,1.0
100232,2018-06-06,463.92
100120,2017-08-24,486.36
100176,2017-10-23,10163.58
100095,2017-09-19,1.0
100837,2018-05-23,15355.98
100718,2018-05-17,51.4
100525,2017-12-05,435.0
100775,2017-12-05,250.0
100473,2017-12-18,1108.32
100838,2017-12-05,412.89
100639,2017-12-22,471.3
100018,2017-12-21,769.5
100095,2018-01-05,1.0
100282,2018-01-11,510.64
100232,2017-12-06,435.42
100131,2017-11-16,336.52
100131,2017-11-16,1805.22
100131,2017-11-16,1582.98
100837,2018-05-01,489.24
100424,2018-12-11,49.4
100613,2018-12-07,780.9
100625,2018-12-13,879.51
100131,2018-12-12,637.86
100837,2018-01-19,336.36
100525,2018-01-16,750.0
100131,2017-11-23,1430.04
100131,2017-11-23,1609.29
100525,2018-03-01,750.0
100525,2018-06-20,471.0
100679,2017-12-01,44.56
100625,2018-05-29,538.79
100625,2018-05-29,182.94
100131,2017-12-14,93.17
100679,2017-12-15,51.16
100679,2018-06-06,59.74
100467,2018-06-13,79.05
100728,2018-12-14,523.45
100465,2019-01-02,6048.0
100837,2018-12-24,19047.55
100775,2018-12-11,300.0
100638,2018-11-29,456.0
100330,2018-12-05,471.82
100232,2018-12-05,222.89
100018,2018-12-21,1581.28
100638,2018-08-09,385.8
100525,2018-07-02,750.0
100679,2017-09-12,171.42
100465,2017-09-18,4930.0
100095,2017-09-19,1.0
100465,2018-02-20,4610.0
100234,2018-07-23,487.29
100525,2018-02-07,349.0
100775,2018-02-02,300.0
100095,2018-03-13,1.0
100638,2018-06-04,385.8
100760,2018-05-31,657.69
100282,2018-07-13,510.64
100837,2017-08-21,11532.71
100493,2018-06-29,1783.03
100837,2018-05-23,489.24
100232,2017-09-13,435.42
100158,2018-10-23,3087.5
100167,2018-10-19,564.9
100639,2018-10-23,577.55
100525,2018-10-10,359.0
100525,2018-04-09,750.0
100679,2017-10-13,234.48
100131,2017-09-11,449.65
100638,2017-10-09,305.7
100120,2017-11-09,494.28
100320,2017-10-17,147.16
100679,2017-10-31,146.73
100525,2017-10-02,422.0
100838,2017-10-02,412.89
100639,2017-10-23,490.79
100232,2017-10-18,435.42
100837,2017-08-21,475.0
100131,2017-10-12,397.55
100018,2018-06-19,773.76
100837,2017-09-20,607.99
100525,2017-08-02,600.0
100913,2018-03-28,2493.67
100340,2018-05-04,384.56
100465,2018-06-15,5201.0
100120,2018-06-20,151.26
100775,2018-06-12,300.0
100473,2018-05-23,1108.32
100465,2018-05-16,4208.0
100525,2018-05-14,750.0
100473,2018-05-23,1108.32
100282,2018-06-14,510.64
100303,2018-08-07,829.89
100946,2018-09-25,289.14
100493,2018-10-29,87.69
100600,2018-10-04,64.03
100282,2018-11-12,624.58
100018,2018-10-18,1581.27
100120,2018-12-28,257.6
100775,2018-09-11,300.0
100473,2018-08-24,1108.32
100639,2018-09-24,412.96
100303,2018-09-04,353.9
100728,2018-07-31,418.76
100131,2017-11-09,1641.08
100131,2017-11-09,1665.17
100131,2017-11-09,1732.0
100756,2018-06-05,280.44
100638,2017-09-28,254.41
100131,2017-07-27,1820.11
100131,2018-06-28,1474.91
100525,2018-05-14,307.0
100234,2017-09-19,333.42
100525,2017-08-02,354.0
100600,2018-02-15,128.06
100600,2018-05-10,128.06
100131,2018-03-23,223.7
100625,2018-06-13,1105.8
100157,2018-11-19,988.0
100320,2017-07-24,147.16
100946,2017-07-24,247.85
100639,2017-07-03,277.25
100525,2017-11-06,750.0
100315,2018-05-07,1621.46
100326,2018-06-05,1210.9
100120,2018-04-27,302.52
100473,2018-04-06,1108.32
100838,2018-05-24,412.9
100837,2017-07-21,475.0
100638,2017-11-23,295.87
100838,2017-11-06,412.89
100639,2017-11-22,558.41
100837,2018-01-19,15472.01
100465,2018-01-16,4386.0
100120,2018-04-23,494.32
100946,2018-03-08,295.34
100525,2018-01-16,388.0
100775,2018-01-17,300.0
100473,2017-12-18,1108.32
100018,2018-02-20,453.6
100232,2018-01-10,435.42
100457,2018-12-17,912.71
100837,2018-08-20,17769.67
100913,2018-09-26,2319.55
100775,2018-08-09,300.0
100473,2018-08-24,1108.32
100718,2018-10-12,85.53
100525,2018-10-10,750.0
100473,2018-10-02,1108.32
100679,2018-11-07,167.34
100837,2018-02-19,16083.17
100095,2017-07-07,7684.0
100679,2018-02-01,109.64
100639,2018-04-24,281.3
100131,2018-03-09,1553.38
100837,2017-11-20,13352.36
100234,2018-05-04,563.55
100525,2017-11-06,393.0
100018,2017-11-27,1051.02
100600,2018-07-04,128.06
100679,2018-01-23,85.5
100679,2017-08-03,86.5
100131,2018-08-30,1022.51
100613,2018-08-08,64.13
100679,2018-09-11,61.8
100600,2018-08-30,128.06
100613,2018-09-07,1233.41
100625,2018-09-06,1086.37
100679,2018-07-23,265.95
100837,2018-02-19,342.48
100465,2018-11-19,6614.0
100613,2017-10-06,100.68
100131,2017-11-23,1742.89
100565,2017-09-22,861.71
100679,2018-06-26,132.81
100282,2017-09-27,525.58
100679,2018-02-02,60.37
100340,2018-01-30,204.25
100131,2017-07-06,1694.83
100131,2017-07-06,2031.54
100679,2017-07-24,89.84
100837,2017-11-20,489.24
100837,2017-12-21,611.55
100131,2017-11-30,155.29
100679,2018-01-05,179.42
100638,2018-02-05,403.14
100760,2018-01-25,438.46
100120,2018-04-23,550.68
100946,2018-03-08,215.89
100018,2018-02-20,457.86
100232,2018-02-06,435.42
100613,2018-04-09,337.8
100600,2018-06-04,128.06
100613,2018-06-08,242.25
100565,2017-08-28,739.54
100679,2018-06-12,109.67
100679,2018-11-21,467.5
100946,2018-11-30,305.16
100565,2018-12-14,755.95
100760,2018-11-28,438.46
100467,2018-12-18,92.2
100473,2018-12-24,2295.81
100525,2018-12-11,314.0
100679,2018-01-12,59.58
100525,2018-06-20,750.0
100837,2018-06-20,1205.3
100679,2018-06-20,47.79
100120,2018-12-28,206.08
100600,2018-03-19,128.06
100600,2018-03-19,128.06
100679,2017-12-06,65.45
100131,2017-12-07,155.29
100866,2017-07-28,382.76
100897,2018-09-10,2339.0
100550,2018-11-23,1257.42
100472,2018-11-13,1200.0
100688,2018-10-18,1380.5
100822,2018-12-14,59.91
100550,2018-06-27,1513.73
100959,2018-08-09,1984.16
100238,2018-08-08,200.0
100056,2018-08-08,1156.07
100688,2018-07-19,1380.5
100912,2018-08-21,1108.34
100332,2018-09-18,1555.47
100261,2018-09-19,1362.24
100923,2018-10-22,1188.84
100912,2018-11-13,542.64
100897,2018-10-03,1128.0
100012,2018-11-29,260.89
100374,2018-08-17,206.13
100207,2018-07-02,401.87
100931,2017-12-06,380.55
100931,2017-12-06,501.6
100441,2018-07-03,335.23
100238,2018-06-04,200.0
100472,2018-05-11,1120.0
100688,2018-04-27,1539.79
100371,2018-05-22,718.0
100109,2018-12-31,8524.58
100207,2019-01-02,710.99
100897,2018-01-08,1418.54
100238,2017-12-04,250.0
100536,2017-12-23,1230.0
100342,2018-03-09,794.0
100963,2017-12-04,1145.38
100202,2018-11-27,6268.48
100472,2018-03-13,960.0
100688,2018-03-08,1327.4
100777,2018-06-21,191.37
100550,2018-03-27,1496.9
100261,2018-05-02,1221.76
100719,2018-04-18,761.81
100620,2018-12-10,5738.18
100897,2018-11-14,892.0
100864,2018-11-12,286.9
100732,2018-11-15,72.56
100238,2018-11-05,250.0
100132,2018-12-28,904.1
100079,2018-05-02,79.04
100963,2017-08-07,1145.38
100897,2017-10-11,1760.27
100860,2017-09-06,389.88
100462,2017-07-20,416.62
100202,2017-10-27,11053.62
100472,2017-08-08,1120.0
100379,2017-08-17,2511.72
100012,2017-10-20,332.7
100109,2017-08-29,7048.46
100897,2018-07-06,1060.61
100777,2018-06-21,248.58
100077,2017-09-25,465.74
100109,2017-09-26,8914.54
100965,2018-07-12,481.57
100462,2018-10-30,444.6
100443,2018-10-11,749.65
100484,2018-10-30,160.17
100238,2017-09-04,250.0
100536,2017-10-10,1237.0
100342,2017-10-25,1205.76
100620,2017-09-25,4825.03
100965,2017-09-14,1052.3
100902,2017-11-23,43.7
100794,2018-01-04,232.9
100045,2017-07-11,1127.0
100931,2017-09-07,559.66
100959,2018-04-17,2269.11
100725,2018-04-12,77.68
100524,2018-04-20,529.62
100897,2017-07-26,1264.83
100897,2017-07-26,2157.83
100524,2017-07-03,430.18
100620,2018-05-10,5440.53
100472,2018-04-04,960.0
100688,2018-03-22,1327.4
100725,2018-07-03,217.98
100332,2017-09-15,1807.28
100332,2018-05-17,1046.05
100045,2018-05-23,1265.12
100012,2018-05-25,327.06
100379,2017-12-19,1899.25
100012,2018-01-18,339.34
100109,2018-07-24,6570.35
100077,2018-07-09,7072.8
100550,2018-07-27,1145.8
100012,2018-07-06,424.18
100550,2018-09-25,1236.48
100002,2018-08-06,68.4
100931,2018-08-03,204.24
100931,2018-08-03,361.0
100931,2018-10-03,432.44
100931,2018-10-03,301.41
100012,2018-09-28,432.54
100793,2018-07-17,336.02
100931,2018-04-09,449.04
100633,2018-07-03,709.22
100931,2018-11-02,380.48
100931,2018-11-02,380.48
100931,2018-11-02,269.99
100931,2018-11-02,371.64
100379,2018-11-01,213.03
100202,2018-11-27,4167.75
100931,2018-11-02,497.33
100619,2018-01-17,109.61
100619,2018-01-17,98.07
100079,2018-01-17,237.13
100619,2018-01-17,169.98
100443,2018-04-17,521.3
100711,2018-08-13,6347.9
100965,2018-05-17,148.4
100202,2017-10-27,304.0
100261,2018-02-12,876.06
100202,2018-08-13,4040.36
100472,2018-07-05,960.0
100688,2018-06-21,1380.5
100683,2018-09-13,1234.12
100056,2018-07-11,488.76
100077,2018-11-22,11263.37
100931,2017-10-06,424.08
100683,2017-10-06,1136.46
100619,2018-05-23,144.4
100619,2017-11-15,152.41
100619,2017-11-15,43.59
100379,2018-11-29,211.13
100379,2018-12-31,211.13
100620,2018-03-01,3115.14
100077,2018-02-09,5957.83
100619,2018-03-14,108.3
100619,2018-03-14,72.2
100619,2018-03-14,42.01
100056,2018-06-07,1086.76
100524,2018-07-06,391.43
100132,2018-06-29,850.05
100683,2018-03-07,836.46
100619,2018-04-26,64.98
100619,2018-04-26,148.36
100965,2018-02-26,595.65
100619,2018-06-13,218.4
100931,2018-07-05,250.79
100683,2018-08-07,563.72
100683,2018-08-07,638.4
100683,2018-08-07,440.24
100923,2018-08-30,422.02
100109,2018-08-30,7054.52
100207,2018-07-30,438.88
100550,2018-08-23,1315.28
100379,2018-07-31,1048.05
100128,2018-09-06,36.51
100683,2018-11-06,1742.94
100056,2017-09-12,4826.14
100683,2017-09-07,1154.32
100860,2017-07-12,254.87
100683,2017-10-06,1233.44
100079,2018-06-13,395.75
100045,2017-11-07,1186.74
100332,2018-09-18,1352.45
100045,2018-07-05,1825.24
100112,2018-06-27,3500.0
100371,2018-07-18,523.0
100261,2018-06-26,1037.36
100732,2018-07-16,101.74
100132,2018-10-18,979.82
100536,2018-10-27,1089.3
100109,2018-10-23,5856.51
100207,2018-10-04,435.35
100056,2018-10-03,360.49
100077,2018-03-21,6789.39
100536,2018-03-27,1222.0
100077,2017-09-25,6313.43
100472,2017-09-07,1040.0
100045,2017-09-15,1681.88
100550,2017-09-22,863.93
100112,2017-09-15,8079.93
100371,2017-10-16,1510.0
100379,2017-09-19,2779.97
100012,2017-10-20,332.7
100056,2017-07-12,2517.94
100332,2017-09-15,1855.35
100112,2017-07-14,5629.88
100371,2017-09-18,1859.5
100876,2018-07-31,1458.73
100649,2018-07-02,3538.76
100620,2017-12-14,2412.24
100109,2017-11-28,8850.33
100332,2018-09-18,1622.85
100112,2018-09-14,7189.54
100371,2018-09-19,1260.0
100923,2018-09-24,634.77
100332,2018-05-17,1073.98
100342,2018-06-18,649.8
100112,2017-10-20,6687.36
100371,2018-01-22,471.75
100045,2017-08-11,447.64
100202,2017-12-21,505.4
100441,2018-05-03,268.51
100109,2018-04-24,5757.95
100045,2018-05-02,1236.71
100379,2018-04-20,922.42
100012,2018-04-09,424.18
100462,2018-04-27,444.6
100261,2018-05-02,1216.65
100876,2018-05-03,637.45
100683,2018-05-10,880.48
100238,2017-07-31,200.0
100536,2017-08-24,1230.0
100342,2017-10-25,1486.62
100370,2018-01-04,519.84
100550,2017-08-17,771.12
100112,2017-08-18,5253.38
100202,2017-07-03,382.38
100965,2018-05-02,527.96
100931,2017-10-06,303.42
100931,2018-01-08,395.96
100683,2017-12-06,1320.73
100619,2017-12-06,111.12
100619,2017-12-06,80.64
100619,2018-01-25,138.98
100619,2018-01-25,43.59
100619,2018-01-25,43.32
100536,2018-04-25,1352.0
100342,2018-07-26,505.4
100202,2018-06-06,5715.72
100965,2018-05-17,476.52
100683,2018-07-05,792.43
100931,2018-07-05,294.88
100079,2018-05-16,468.8
100619,2018-05-17,129.96
100619,2018-05-17,72.2
100619,2017-08-16,187.59
100379,2018-06-27,462.16
100619,2017-09-13,43.59
100619,2017-09-13,114.0
100536,2017-11-29,1273.0
100342,2018-02-20,992.0
100963,2017-11-06,1145.38
100202,2018-02-13,12014.42
100959,2018-01-16,716.3
100711,2018-01-30,8301.1
100472,2017-11-03,1200.0
100688,2017-10-26,1155.66
100912,2017-10-30,554.17
100524,2018-01-09,454.5
100683,2017-11-03,134.14
100734,2018-02-06,2050.83
100462,2018-01-23,436.05
100443,2018-01-04,519.56
100045,2018-05-17,1864.35
100056,2019-01-04,781.47
100931,2017-11-02,433.63
100619,2017-11-08,121.65
100619,2017-11-08,80.67
100897,2018-01-08,1418.54
100620,2018-01-25,6768.54
100619,2018-06-07,72.2
100619,2018-06-07,129.96
100056,2018-06-07,490.94
100860,2018-07-10,259.92
100379,2018-12-13,252.93
100371,2017-09-12,1880.0
100371,2017-09-12,1050.0
